,player_name,player_api_id,player_nation,season,team_long_name,team_api_id,season_player_age,market_val_amnt,player_pos,id,match_api_id,country,elapsed,card_type,elapsed_plus,team,birthday,height,weight
2344,Felipe,27719,Brazil,2009,Fiorentina,8535,25,75000,CB,903362,704685,Italy,48,y,,Fiorentina,1984-07-31,187,165
2345,Felipe,27719,Brazil,2009,Fiorentina,8535,25,75000,CB,964134,705191,Italy,84,y,,Fiorentina,1984-07-31,187,165
2346,Felipe,27719,Brazil,2009,Fiorentina,8535,25,75000,CB,755333,704406,Italy,34,y,,Udinese,1984-07-31,187,165
2347,Felipe,27719,Brazil,2009,Fiorentina,8535,25,75000,CB,736103,704368,Italy,48,y,,Udinese,1984-07-31,187,165
4713,Marco Motta,27720,Italy,2009,Roma,8686,23,250000,RB,818290,704540,Italy,65,y,,Roma,1986-05-14,185,168
4714,Marco Motta,27720,Italy,2009,Roma,8686,23,250000,RB,976328,705260,Italy,87,y,,Roma,1986-05-14,185,168
5227,Michael Mancienne,29673,England,2009,Wolverhampton Wanderers,8602,21,400000,CB,895813,658926,England,68,y,,Wolverhampton Wanderers,1988-01-08,182,163
5228,Michael Mancienne,29673,England,2009,Wolverhampton Wanderers,8602,21,400000,CB,1027496,659148,England,79,y,,Wolverhampton Wanderers,1988-01-08,182,163
5229,Michael Mancienne,29673,England,2009,Wolverhampton Wanderers,8602,21,400000,CB,1009049,658937,England,29,y,,Wolverhampton Wanderers,1988-01-08,182,163
5230,Michael Mancienne,29673,England,2009,Wolverhampton Wanderers,8602,21,400000,CB,878169,658822,England,90,y,4.0,Wolverhampton Wanderers,1988-01-08,182,163
5231,Michael Mancienne,29673,England,2009,Wolverhampton Wanderers,8602,21,400000,CB,943988,659067,England,45,y,1.0,Wolverhampton Wanderers,1988-01-08,182,163
6562,Shunsuke Nakamura,30851,Japan,2009,RCD Espanyol,8558,31,100000,AM,744030,684586,Spain,55,y,,RCD Espanyol,1978-06-24,177,148
6563,Shunsuke Nakamura,30851,Japan,2009,RCD Espanyol,8558,31,100000,AM,861138,684764,Spain,60,y,,RCD Espanyol,1978-06-24,177,148
1466,Cristiano Ronaldo,30893,Portugal,2009,Real Madrid CF,8633,24,45000000,CF,867821,684776,Spain,89,y2,,Real Madrid CF,1985-02-05,185,176
1467,Cristiano Ronaldo,30893,Portugal,2009,Real Madrid CF,8633,24,45000000,CF,912720,684866,Spain,90,y,3.0,Real Madrid CF,1985-02-05,185,176
1468,Cristiano Ronaldo,30893,Portugal,2009,Real Madrid CF,8633,24,45000000,CF,1089469,685211,Spain,87,y,,Real Madrid CF,1985-02-05,185,176
1469,Cristiano Ronaldo,30893,Portugal,2009,Real Madrid CF,8633,24,45000000,CF,1054029,685140,Spain,67,y,,Real Madrid CF,1985-02-05,185,176
1024,Blerim Dzemaili,30940,Switzerland,2009,Parma,10167,23,300000,CM,1068634,705263,Italy,55,y,,Parma,1986-04-12,177,161
1025,Blerim Dzemaili,30940,Switzerland,2009,Parma,10167,23,300000,CM,813338,704521,Italy,50,y,,Parma,1986-04-12,177,161
1026,Blerim Dzemaili,30940,Switzerland,2009,Parma,10167,23,300000,CM,922866,704767,Italy,79,y,,Parma,1986-04-12,177,161
1027,Blerim Dzemaili,30940,Switzerland,2009,Parma,10167,23,300000,CM,846208,704562,Italy,90,y,4.0,Parma,1986-04-12,177,161
1028,Blerim Dzemaili,30940,Switzerland,2009,Parma,10167,23,300000,CM,903291,704697,Italy,43,y,,Parma,1986-04-12,177,161
6243,Rodrigo Palacio,30991,Argentina,2009,Genoa,10233,27,400000,CF,1061748,705303,Italy,76,y,,Genoa,1982-02-05,175,154
6244,Rodrigo Palacio,30991,Argentina,2009,Genoa,10233,27,400000,CF,736337,704355,Italy,88,y,,Genoa,1982-02-05,175,154
6245,Rodrigo Palacio,30991,Argentina,2009,Genoa,10233,27,400000,CF,944255,704895,Italy,44,y,,Genoa,1982-02-05,175,154
6246,Rodrigo Palacio,30991,Argentina,2009,Genoa,10233,27,400000,CF,856947,704581,Italy,12,y,,Genoa,1982-02-05,175,154
5754,Paulo da Silva,31103,Paraguay,2009,Sunderland,8472,29,100000,CB,895646,658933,England,90,y,5.0,Sunderland,1980-02-01,180,168
1795,Diego,31235,Brazil,2009,Juventus,9885,24,1300000,CM,849514,704563,Italy,45,y,1.0,Juventus,1985-02-28,172,161
1796,Diego,31235,Brazil,2009,Juventus,9885,24,1300000,CM,744118,704388,Italy,36,y,,Juventus,1985-02-28,172,161
1797,Diego,31235,Brazil,2009,Juventus,9885,24,1300000,CM,890253,704641,Italy,45,y,,Juventus,1985-02-28,172,161
3520,Joe Hart,31432,England,2009,Birmingham City,8658,22,2000000,GK,798923,658698,England,58,y,,Birmingham City,1987-04-19,195,201
3521,Joe Hart,31432,England,2009,Birmingham City,8658,22,2000000,GK,891132,658846,England,84,y,,Birmingham City,1987-04-19,195,201
3522,Joe Hart,31432,England,2009,Birmingham City,8658,22,2000000,GK,943853,659067,England,24,y,,Birmingham City,1987-04-19,195,201
3523,Joe Hart,31432,England,2009,Manchester City,8456,22,2000000,GK,798923,658698,England,58,y,,Birmingham City,1987-04-19,195,201
3524,Joe Hart,31432,England,2009,Manchester City,8456,22,2000000,GK,891132,658846,England,84,y,,Birmingham City,1987-04-19,195,201
3525,Joe Hart,31432,England,2009,Manchester City,8456,22,2000000,GK,943853,659067,England,24,y,,Birmingham City,1987-04-19,195,201
4592,Maicosuel,31614,Brazil,2009,TSG 1899 Hoffenheim,8226,23,400000,LW,951379,674467,Germany,80,y,,TSG 1899 Hoffenheim,1986-06-16,177,154
4593,Maicosuel,31614,Brazil,2009,TSG 1899 Hoffenheim,8226,23,400000,LW,855187,674394,Germany,81,r,,TSG 1899 Hoffenheim,1986-06-16,177,154
4553,Lukas Podolski,32118,Germany,2009,1. FC Köln,8722,24,400000,AM,843252,674382,Germany,35,y,,1. FC Köln,1985-06-04,182,183
4554,Lukas Podolski,32118,Germany,2009,1. FC Köln,8722,24,400000,AM,915335,674428,Germany,45,y,4.0,1. FC Köln,1985-06-04,182,183
4555,Lukas Podolski,32118,Germany,2009,1. FC Köln,8722,24,400000,AM,974078,674480,Germany,88,y,,1. FC Köln,1985-06-04,182,183
4556,Lukas Podolski,32118,Germany,2009,1. FC Köln,8722,24,400000,AM,837497,674368,Germany,56,y,,1. FC Köln,1985-06-04,182,183
4557,Lukas Podolski,32118,Germany,2009,1. FC Köln,8722,24,400000,AM,762716,674310,Germany,37,y,,1. FC Köln,1985-06-04,182,183
4558,Lukas Podolski,32118,Germany,2009,1. FC Köln,8722,24,400000,AM,774048,674323,Germany,80,y,,1. FC Köln,1985-06-04,182,183
4559,Lukas Podolski,32118,Germany,2009,1. FC Köln,8722,24,400000,AM,725101,674278,Germany,72,y,,1. FC Köln,1985-06-04,182,183
6796,Steven Fletcher,32627,Scotland,2009,Burnley,8191,22,900000,CF,963958,659087,England,74,y,,Burnley,1987-03-26,185,168
7095,Valdo,33872,Cape Verde,2009,Málaga CF,9864,28,50000,RW,744092,684594,Spain,69,y,,Málaga CF,1981-04-23,182,172
7096,Valdo,33872,Cape Verde,2009,Málaga CF,9864,28,50000,RW,1011521,685062,Spain,19,y,,Málaga CF,1981-04-23,182,172
7097,Valdo,33872,Cape Verde,2009,Málaga CF,9864,28,50000,RW,756332,684595,Spain,31,y,,Málaga CF,1981-04-23,182,172
7098,Valdo,33872,Cape Verde,2009,Málaga CF,9864,28,50000,RW,1075529,685180,Spain,90,y,,Málaga CF,1981-04-23,182,172
7099,Valdo,33872,Cape Verde,2009,Málaga CF,9864,28,50000,RW,996924,685024,Spain,55,y,,Málaga CF,1981-04-23,182,172
2402,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,1071125,705251,Italy,90,y,1.0,Juventus,1983-08-26,182,176
2403,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,914446,704729,Italy,74,y,,Juventus,1983-08-26,182,176
2404,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,1028645,705412,Italy,20,y,,Juventus,1983-08-26,182,176
2405,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,754544,704400,Italy,54,y,,Juventus,1983-08-26,182,176
2406,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,1046648,705345,Italy,20,y,,Juventus,1983-08-26,182,176
2407,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,943407,704899,Italy,21,y,,Juventus,1983-08-26,182,176
2408,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,943551,704899,Italy,82,y2,,Juventus,1983-08-26,182,176
2409,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,900807,704671,Italy,62,y,,Juventus,1983-08-26,182,176
2410,Felipe Melo,33888,Brazil,2009,Juventus,9885,26,600000,DM,867672,704595,Italy,25,y,,Juventus,1983-08-26,182,176
2411,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,1071125,705251,Italy,90,y,1.0,Juventus,1983-08-26,182,176
2412,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,914446,704729,Italy,74,y,,Juventus,1983-08-26,182,176
2413,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,1028645,705412,Italy,20,y,,Juventus,1983-08-26,182,176
2414,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,754544,704400,Italy,54,y,,Juventus,1983-08-26,182,176
2415,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,1046648,705345,Italy,20,y,,Juventus,1983-08-26,182,176
2416,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,943407,704899,Italy,21,y,,Juventus,1983-08-26,182,176
2417,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,943551,704899,Italy,82,y2,,Juventus,1983-08-26,182,176
2418,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,900807,704671,Italy,62,y,,Juventus,1983-08-26,182,176
2419,Felipe Melo,33888,Brazil,2009,Fiorentina,8535,26,75000,CB,867672,704595,Italy,25,y,,Juventus,1983-08-26,182,176
7521,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,879390,684785,Spain,31,y,,FC Barcelona,1981-10-03,195,209
7522,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,897898,684821,Spain,88,y,,FC Barcelona,1981-10-03,195,209
7523,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,823216,684716,Spain,63,y,,FC Barcelona,1981-10-03,195,209
7524,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,769712,684635,Spain,45,y,,FC Barcelona,1981-10-03,195,209
7525,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,982473,685007,Spain,60,r,,FC Barcelona,1981-10-03,195,209
7526,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,775972,684656,Spain,70,y,,FC Barcelona,1981-10-03,195,209
5014,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,740463,674296,Germany,47,y,,Borussia Dortmund,1988-12-16,190,203
5015,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,1077924,674575,Germany,67,y,,Borussia Dortmund,1988-12-16,190,203
5016,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,960750,674471,Germany,39,y,,Borussia Dortmund,1988-12-16,190,203
5017,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,865491,674397,Germany,65,y,,Borussia Dortmund,1988-12-16,190,203
2196,Fabian Johnson,37357,United States,2009,VfL Wolfsburg,8721,22,250000,LW,1040970,674539,Germany,75,y,,VfL Wolfsburg,1987-12-11,182,163
6761,Stefano Guberti,37521,Italy,2009,Roma,8686,25,50000,LW,818474,704540,Italy,76,y,,Roma,1984-11-06,180,150
6762,Stefano Guberti,37521,Italy,2009,Roma,8686,25,50000,LW,1081177,705228,Italy,76,y,,Sampdoria,1984-11-06,180,150
6763,Stefano Guberti,37521,Italy,2009,Sampdoria,9882,25,50000,LW,818474,704540,Italy,76,y,,Roma,1984-11-06,180,150
6764,Stefano Guberti,37521,Italy,2009,Sampdoria,9882,25,50000,LW,1081177,705228,Italy,76,y,,Sampdoria,1984-11-06,180,150
6647,Simone Pesce,37522,Italy,2009,Catania,8530,27,200000,CM,755665,704406,Italy,64,y,,Catania,1982-07-10,172,154
6648,Simone Pesce,37522,Italy,2009,Catania,8530,27,200000,CM,802052,704511,Italy,85,y,,Catania,1982-07-10,172,154
5565,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,754453,674302,Germany,78,y,,VfL Wolfsburg,1984-10-28,170,161
5566,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,762322,674312,Germany,90,y,2.0,VfL Wolfsburg,1984-10-28,170,161
5567,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,844236,674379,Germany,86,y,,VfL Wolfsburg,1984-10-28,170,161
7374,Xisco,37845,Spain,2009,Racing Santander,8696,23,100000,CF,977159,684987,Spain,55,y,,Racing Santander,1986-06-26,187,168
7375,Xisco,37845,Spain,2009,Racing Santander,8696,23,100000,CF,769777,684635,Spain,77,y,,Racing Santander,1986-06-26,187,168
7376,Xisco,37845,Spain,2009,Racing Santander,8696,23,100000,CF,765084,684621,Spain,86,y,,Racing Santander,1986-06-26,187,168
