"player_name";"player_api_id";"player_nation";"season";"team_long_name";"team_api_id";"season_player_age";"market_val_amnt";"player_pos";"team_country"
"Dejan Lovren";"114268";"Croatia";"2014";"Liverpool";"8650";"25";"10000000";"CB";"England"
"Dejan Meleg";"249225";"Serbia";"2014";"SC Cambuur";"7788";"20";"300000";"AM";"Netherlands"
"Dekel Keinan";"14551";"Israel";"2010";"Blackpool";"8483";"26";"125000";"CB";"England"
"Denis Bouanga";"664962";"Gabon";"2015";"FC Lorient";"8689";"21";"9000000";"LW";"France"
"Denis Cheryshev";"359197";"Russia";"2013";"Sevilla FC";"8302";"23";"3500000";"LW";"Spain"
"Denis Cheryshev";"359197";"Russia";"2014";"Villarreal CF";"10205";"24";"3500000";"LW";"Spain"
"Denni Avdic";"39940";"Sweden";"2014";"Heracles Almelo";"9791";"26";"125000";"CF";"Netherlands"
"Derley";"478987";"Brazil";"2013";"CS Marítimo";"10212";"26";"400000";"CF";"Portugal"
"Derley";"478987";"Brazil";"2014";"SL Benfica";"9772";"27";"400000";"CF";"Portugal"
"Deyverson";"476769";"Brazil";"2015";"Levante UD";"8581";"24";"2800000";"CF";"Spain"
"Deyvison";"267680";"Brazil";"2015";"CS Marítimo";"10212";"27";"200000";"CB";"Portugal"
"Diafra Sakho";"192899";"Senegal";"2014";"West Ham United";"8654";"25";"700000";"CF";"England"
"Diego";"31235";"Brazil";"2009";"Juventus";"9885";"24";"1300000";"CM";"Italy"
"Diego";"31235";"Brazil";"2010";"VfL Wolfsburg";"8721";"25";"1300000";"CM";"Germany"
"Diego";"31235";"Brazil";"2012";"VfL Wolfsburg";"8721";"27";"1300000";"CM";"Germany"
"Diego Alves";"96613";"Brazil";"2011";"Valencia CF";"10267";"26";"1500000";"GK";"Spain"
"Diego Buonanotte";"103139";"Argentina";"2011";"Málaga CF";"9864";"23";"500000";"AM";"Spain"
"Diego Carlos";"570434";"Brazil";"2015";"Estoril Praia";"7842";"22";"45000000";"CB";"Portugal"
"Diego Costa";"19243";"Spain";"2009";"Real Valladolid";"10281";"21";"6000000";"CF";"Spain"
"Diego Costa";"19243";"Spain";"2014";"Chelsea";"8455";"26";"6000000";"CF";"England"
"Diego Farias";"150395";"Brazil";"2013";"Sassuolo";"7943";"23";"2500000";"SS";"Italy"
"Diego Farias";"150395";"Brazil";"2014";"Cagliari";"8529";"24";"2500000";"SS";"Italy"
"Diego Galo";"303227";"Brazil";"2013";"FC Arouca";"158085";"29";"50000";"CB";"Portugal"
"Diego Laxalt";"429988";"Uruguay";"2013";"Bologna";"9857";"20";"3500000";"LB";"Italy"
"Diego Lima";"305968";"Brazil";"2014";"Boavista FC";"8613";"26";"150000";"AM";"Portugal"
"Diego Lopes";"361778";"Brazil";"2012";"Rio Ave FC";"7841";"18";"1600000";"AM";"Portugal"
"Diego Lopes";"361778";"Brazil";"2013";"Rio Ave FC";"7841";"19";"1600000";"AM";"Portugal"
"Diego Novaretti";"184132";"Argentina";"2013";"Lazio";"8543";"28";"325000";"CB";"Italy"
"Diego Reyes";"201111";"Mexico";"2015";"Real Sociedad";"8560";"23";"2500000";"CB";"Spain"
"Diego Rubio";"244377";"Chile";"2011";"Sporting CP";"9768";"18";"2000000";"CF";"Portugal"
"Diego Seoane Perez";"167069";"Spain";"2010";"RC Deportivo de La Coruña";"9783";"22";"100000";"RB";"Spain"
"Dieguinho";"268283";"Brazil";"2015";"Estoril Praia";"7842";"23";"200000";"RW";"Portugal"
"Dieumerci Mbokani";"38369";"DR Congo";"2010";"AS Monaco";"9829";"25";"2000000";"CF";"France"
"Dieumerci Mbokani";"38369";"DR Congo";"2015";"Norwich City";"9850";"30";"2000000";"CF";"England"
"Dimitri Foulquier";"261609";"Guadeloupe";"2011";"Stade Rennais FC";"9851";"18";"2500000";"RB";"France"
"Dimitri Foulquier";"261609";"Guadeloupe";"2013";"Granada CF";"7878";"20";"2500000";"RB";"Spain"
"Dimitri Foulquier";"261609";"Guadeloupe";"2014";"Granada CF";"7878";"21";"2500000";"RB";"Spain"
"Dimitri Payet";"25496";"France";"2011";"LOSC Lille";"8639";"24";"5000000";"AM";"France"
"Dimitri Payet";"25496";"France";"2015";"West Ham United";"8654";"28";"5000000";"AM";"England"
"Diogo Amado";"154267";"Portugal";"2010";"União de Leiria, SAD";"9771";"20";"400000";"DM";"Portugal"
"Diogo Amado";"154267";"Portugal";"2012";"Estoril Praia";"7842";"22";"400000";"DM";"Portugal"
"Diogo Figueiras";"242783";"Portugal";"2011";"FC Paços de Ferreira";"6403";"20";"800000";"RB";"Portugal"
"Diogo Figueiras";"242783";"Portugal";"2013";"Sevilla FC";"8302";"22";"800000";"RB";"Spain"
"Diogo Figueiras";"242783";"Portugal";"2015";"Genoa";"10233";"24";"800000";"RB";"Italy"
"Diogo Rosado";"98374";"Portugal";"2011";"Feirense";"4064";"21";"100000";"LW";"Portugal"
"Diogo Viana";"98375";"Portugal";"2009";"VVV-Venlo";"9839";"19";"300000";"RB";"Netherlands"
"Diogo Viana";"98375";"Portugal";"2013";"Gil Vicente FC";"9764";"23";"300000";"RB";"Portugal"
"Dion Malone";"110184";"Suriname";"2012";"ADO Den Haag";"10217";"23";"450000";"DM";"Netherlands"
"Divock Origi";"426202";"Belgium";"2013";"LOSC Lille";"8639";"18";"12000000";"CF";"France"
"Divock Origi";"426202";"Belgium";"2014";"LOSC Lille";"8639";"19";"12000000";"CF";"France"
"Divock Origi";"426202";"Belgium";"2015";"Liverpool";"8650";"20";"12000000";"CF";"England"
"Djalma";"101197";"Angola";"2011";"FC Porto";"9773";"24";"100000";"RW";"Portugal"
"Djaniny";"281338";"Cape Verde";"2011";"União de Leiria, SAD";"9771";"20";"4600000";"CF";"Portugal"
"Djaniny";"281338";"Cape Verde";"2013";"CD Nacional";"10214";"22";"4600000";"CF";"Portugal"
"Djavan";"474682";"Brazil";"2014";"SC Braga";"10264";"27";"200000";"LB";"Portugal"
"Djavan Anderson";"486819";"Netherlands";"2015";"SC Cambuur";"7788";"20";"400000";"RB";"Netherlands"
"Doke Schmidt";"279861";"Netherlands";"2011";"SC Heerenveen";"10228";"19";"350000";"RB";"Netherlands"
"Doke Schmidt";"279861";"Netherlands";"2013";"Go Ahead Eagles";"6433";"21";"350000";"RB";"Netherlands"
"Doke Schmidt";"279861";"Netherlands";"2014";"SC Heerenveen";"10228";"22";"350000";"RB";"Netherlands"
"Dolly Menga";"300978";"Angola";"2015";"Tondela";"188163";"22";"250000";"CF";"Portugal"
"Domenico Berardi";"364520";"Italy";"2013";"Sassuolo";"7943";"19";"35000000";"RW";"Italy"
"Dominik Kaiser";"213061";"Germany";"2011";"TSG 1899 Hoffenheim";"8226";"23";"500000";"CM";"Germany"
"Dominik Kohr";"303905";"Germany";"2015";"FC Augsburg";"8406";"21";"6000000";"CM";"Germany"
"Donovan Slijngard";"128802";"Netherlands";"2009";"Sparta Rotterdam";"8614";"22";"225000";"LB";"Netherlands"
"Donovan Slijngard";"128802";"Netherlands";"2014";"SC Cambuur";"7788";"27";"225000";"LB";"Netherlands"
"Douglas";"172116";"Brazil";"2014";"FC Barcelona";"8634";"24";"50000";"RB";"Spain"
"Douglas Costa";"156726";"Brazil";"2015";"FC Bayern Munich";"9823";"25";"6000000";"LW";"Germany"
"Douglas Santos";"346000";"Brazil";"2013";"Udinese";"8600";"19";"16000000";"LB";"Italy"
"Dries Mertens";"46104";"Belgium";"2009";"FC Utrecht";"9908";"22";"7000000";"CF";"Netherlands"
"Dries Mertens";"46104";"Belgium";"2011";"PSV";"8640";"24";"7000000";"CF";"Netherlands"
"Dries Mertens";"46104";"Belgium";"2013";"Napoli";"9875";"26";"7000000";"CF";"Italy"
"Duje Cop";"75445";"Croatia";"2015";"Málaga CF";"9864";"25";"700000";"CF";"Spain"
"Duncan Watmore";"520230";"England";"2015";"Sunderland";"8472";"21";"2000000";"RW";"England"
"Dusan Tadic";"94267";"Serbia";"2010";"FC Groningen";"8674";"22";"16000000";"LW";"Netherlands"
"Dusan Tadic";"94267";"Serbia";"2014";"Southampton";"8466";"26";"16000000";"LW";"England"
"Dwight Gayle";"363340";"England";"2013";"Crystal Palace";"9826";"23";"4000000";"CF";"England"
"Dyego Sousa";"361341";"Portugal";"2014";"CS Marítimo";"10212";"25";"1500000";"CF";"Portugal"
"Eden Ben Basat";"14560";"Israel";"2011";"Stade Brestois 29";"8521";"25";"150000";"CF";"France"
"Eden Hazard";"107417";"Belgium";"2012";"Chelsea";"8455";"21";"25000000";"LW";"England"
"Edenilson";"268394";"Brazil";"2014";"Genoa";"10233";"25";"3000000";"CM";"Italy"
"Edgar";"56895";"Brazil";"2009";"CD Nacional";"10214";"22";"500000";"CF";"Portugal"
"Edgar";"56895";"Portugal";"2009";"CD Nacional";"10214";"22";"200000";"RW";"Portugal"
"Edgar";"56895";"Brazil";"2010";"Vitória Guimarães";"7844";"23";"500000";"CF";"Portugal"
"Edgar Abreu";"361742";"Portugal";"2014";"CD Nacional";"10214";"20";"100000";"CM";"Portugal"
"Edgar Costa";"184590";"Portugal";"2009";"CD Nacional";"10214";"22";"200000";"RW";"Portugal"
"Edgar Costa";"184590";"Portugal";"2014";"CS Marítimo";"10212";"27";"200000";"RW";"Portugal"
"Edgar Prib";"179491";"Germany";"2013";"Hannover 96";"9904";"24";"400000";"CM";"Germany"
"Edimar Fraga";"128360";"Brazil";"2012";"Rio Ave FC";"7841";"26";"800000";"LB";"Portugal"
"Edimar Fraga";"128360";"Brazil";"2013";"Rio Ave FC";"7841";"27";"800000";"LB";"Portugal"
"Edimar Fraga";"128360";"Brazil";"2015";"Rio Ave FC";"7841";"29";"800000";"LB";"Portugal"
"Edin Dzeko";"15403";"Bosnia-Herzegovina";"2015";"Roma";"8686";"29";"4000000";"CF";"Italy"
"Edinson Cavani";"49677";"Uruguay";"2010";"Napoli";"9875";"23";"6000000";"CF";"Italy"
"Edinson Cavani";"49677";"Uruguay";"2011";"Napoli";"9875";"24";"6000000";"CF";"Italy"
"Edinson Cavani";"49677";"Uruguay";"2013";"Paris Saint-Germain";"9847";"26";"6000000";"CF";"France"
"Edivaldo Rojas";"19281";"Bolivia";"2014";"Moreirense FC";"8348";"29";"250000";"AM";"Portugal"
"Edson Braafheid";"26489";"Netherlands";"2009";"FC Bayern Munich";"9823";"26";"100000";"LB";"Germany"
"Edson Braafheid";"26489";"Netherlands";"2010";"FC Bayern Munich";"9823";"27";"100000";"LB";"Germany"
"Edson Braafheid";"26489";"Netherlands";"2014";"Lazio";"8543";"31";"100000";"LB";"Italy"
"Edson Henrique";"118441";"Brazil";"2011";"União de Leiria, SAD";"9771";"24";"300000";"CB";"Portugal"
"Eduardo Salvio";"150093";"Argentina";"2010";"SL Benfica";"9772";"20";"4800000";"RW";"Portugal"
"Eduardo Salvio";"150093";"Argentina";"2012";"SL Benfica";"9772";"22";"4800000";"RW";"Portugal"
"Eduardo Vargas";"50661";"Chile";"2014";"Queens Park Rangers";"10172";"25";"3000000";"SS";"England"
"Eduardo Vargas";"50661";"Chile";"2015";"TSG 1899 Hoffenheim";"8226";"26";"3000000";"SS";"Germany"
"El-Hadji Ba";"307226";"France";"2014";"SC Bastia";"7794";"21";"450000";"DM";"France"
"Eliaquim Mangala";"156551";"France";"2011";"FC Porto";"9773";"20";"2000000";"CB";"Portugal"
"Eliaquim Mangala";"156551";"France";"2014";"Manchester City";"8456";"23";"2000000";"CB";"England"
"Elias";"171992";"Brazil";"2011";"Sporting CP";"9768";"26";"400000";"CM";"Portugal"
"Elias Kachunga";"215804";"DR Congo";"2014";"SC Paderborn 07";"8460";"22";"800000";"RW";"Germany"
"Elias Kachunga";"215804";"DR Congo";"2015";"FC Ingolstadt 04";"8234";"23";"800000";"RW";"Germany"
"Elizeu";"185143";"Brazil";"2011";"CD Nacional";"10214";"22";"250000";"CB";"Portugal"
"Elizeu";"185143";"Brazil";"2012";"Estoril Praia";"7842";"23";"250000";"CB";"Portugal"
"Eljero Elia";"26675";"Netherlands";"2009";"Hamburger SV";"9790";"22";"400000";"LW";"Germany"
"Eljero Elia";"26675";"Netherlands";"2011";"Juventus";"9885";"24";"400000";"LW";"Italy"
"Eljero Elia";"26675";"Netherlands";"2012";"SV Werder Bremen";"8697";"25";"400000";"LW";"Germany"
"Eljero Elia";"26675";"Netherlands";"2015";"Feyenoord";"10235";"28";"400000";"LW";"Netherlands"
"Elliot Grandin";"46344";"France";"2010";"Blackpool";"8483";"23";"150000";"AM";"England"
"Elliott Bennett";"96456";"Jamaica";"2011";"Norwich City";"9850";"23";"300000";"RM";"England"
"Eloy Room";"150242";"Curacao";"2013";"Go Ahead Eagles";"6433";"24";"800000";"GK";"Netherlands"
"Elseid Hysaj";"293160";"Albania";"2015";"Napoli";"9875";"21";"13000000";"RB";"Italy"
"Elson Hooi";"352394";"Curacao";"2012";"NAC Breda";"9761";"21";"475000";"RW";"Netherlands"
"Elvis Manu";"240346";"Netherlands";"2014";"Feyenoord";"10235";"21";"1300000";"LW";"Netherlands"
"Emil Krafth";"259306";"Sweden";"2015";"Bologna";"9857";"21";"3500000";"RB";"Italy"
"Emiliano Viviano";"41671";"Italy";"2009";"Bologna";"9857";"24";"300000";"GK";"Italy"
"Emiliano Viviano";"41671";"Italy";"2012";"Fiorentina";"8535";"27";"300000";"GK";"Italy"
"Emiliano Viviano";"41671";"Italy";"2014";"Sampdoria";"9882";"29";"300000";"GK";"Italy"
"Emilio Nsue";"103904";"Equatorial Guinea";"2010";"RCD Mallorca";"8661";"21";"500000";"RB";"Spain"
"Emmanuel Boateng";"561219";"Ghana";"2014";"Rio Ave FC";"7841";"18";"850000";"CF";"Portugal"
"Emmanuel Boateng";"561219";"Ghana";"2015";"Moreirense FC";"8348";"19";"850000";"CF";"Portugal"
"Emmanuel Hackman";"687289";"Ghana";"2015";"Boavista FC";"8613";"20";"200000";"RB";"Portugal"
"Emmanuel Mayuka";"112012";"Zambia";"2013";"FC Sochaux-Montbéliard";"9874";"23";"325000";"CF";"France"
"Emre Can";"307021";"Germany";"2013";"Bayer 04 Leverkusen";"8178";"19";"26000000";"DM";"Germany"
"Emre Can";"307021";"Germany";"2014";"Liverpool";"8650";"20";"26000000";"DM";"England"
"Enner Valencia";"195927";"Ecuador";"2014";"West Ham United";"8654";"25";"3800000";"CF";"England"
"Eren Derdiyok";"73448";"Switzerland";"2009";"Bayer 04 Leverkusen";"8178";"21";"350000";"CF";"Germany"
"Eren Derdiyok";"73448";"Switzerland";"2012";"TSG 1899 Hoffenheim";"8226";"24";"350000";"CF";"Germany"
"Eren Derdiyok";"73448";"Switzerland";"2013";"Bayer 04 Leverkusen";"8178";"25";"350000";"CF";"Germany"
"Eric Dier";"361315";"England";"2012";"Sporting CP";"9768";"18";"22000000";"CB";"Portugal"
"Eric Dier";"361315";"England";"2014";"Tottenham Hotspur";"8586";"20";"22000000";"CB";"England"
"Eric Lichaj";"94812";"United States";"2010";"Aston Villa";"10252";"22";"500000";"RB";"England"
"Eric Maxim Choupo-Moting";"95082";"Cameroon";"2010";"Hamburger SV";"9790";"21";"3500000";"CF";"Germany"
"Eric Maxim Choupo-Moting";"95082";"Cameroon";"2014";"FC Schalke 04";"10189";"25";"3500000";"CF";"Germany"
"Erick Pulgar";"335606";"Chile";"2015";"Bologna";"9857";"21";"9000000";"DM";"Italy"
"Erik Falkenburg";"112471";"Netherlands";"2010";"AZ";"10229";"22";"325000";"AM";"Netherlands"
"Erik Falkenburg";"112471";"Netherlands";"2013";"Go Ahead Eagles";"6433";"25";"325000";"AM";"Netherlands"
"Erik Falkenburg";"112471";"Netherlands";"2014";"NAC Breda";"9761";"26";"325000";"AM";"Netherlands"
"Erik Falkenburg";"112471";"Netherlands";"2015";"Willem II";"8525";"27";"325000";"AM";"Netherlands"
"Erik Lamela";"174850";"Argentina";"2011";"Roma";"8686";"19";"20000000";"RW";"Italy"
"Erik Lamela";"174850";"Argentina";"2013";"Tottenham Hotspur";"8586";"21";"20000000";"RW";"England"
"Ermin Bicakcic";"177942";"Bosnia-Herzegovina";"2014";"TSG 1899 Hoffenheim";"8226";"24";"1500000";"CB";"Germany"
"Ermir Lenjani";"158886";"Albania";"2015";"FC Nantes";"9830";"26";"200000";"LB";"France"
"Ernest Ohemeng";"534485";"Ghana";"2015";"Moreirense FC";"8348";"19";"100000";"LW";"Portugal"
"Eros Pisano";"97789";"Italy";"2011";"Palermo";"8540";"24";"100000";"RB";"Italy"
"Eros Pisano";"97789";"Italy";"2015";"Hellas Verona";"9876";"28";"100000";"RB";"Italy"
"Ervin Zukanovic";"45413";"Bosnia-Herzegovina";"2014";"Chievo Verona";"8533";"27";"475000";"CB";"Italy"
"Ervin Zukanovic";"45413";"Bosnia-Herzegovina";"2015";"Sampdoria";"9882";"28";"475000";"CB";"Italy"
"Erwin Hoffer";"42971";"Austria";"2012";"Eintracht Frankfurt";"9810";"25";"150000";"CF";"Germany"
"Erwin Mulder";"112107";"Netherlands";"2015";"SC Heerenveen";"10228";"26";"600000";"GK";"Netherlands"
"Esteban Alvarado";"214984";"Costa Rica";"2010";"AZ";"10229";"21";"225000";"GK";"Netherlands"
"Etrit Berisha";"150747";"Albania";"2013";"Lazio";"8543";"24";"1000000";"GK";"Italy"
"Ewerton";"281111";"Brazil";"2011";"SC Braga";"10264";"22";"250000";"CB";"Portugal"
"Ewerton";"281111";"Brazil";"2015";"Sporting CP";"9768";"26";"250000";"CB";"Portugal"
"Ezequiel Luna";"25753";"Argentina";"2009";"CD Tenerife";"9867";"23";"250000";"CB";"Spain"
"Fabian Delph";"78324";"England";"2009";"Aston Villa";"10252";"20";"3500000";"CM";"England"
"Fabian Giefer";"114963";"Germany";"2009";"Bayer 04 Leverkusen";"8178";"19";"200000";"GK";"Germany"
"Fabian Giefer";"114963";"Germany";"2012";"Fortuna Düsseldorf";"8194";"22";"200000";"GK";"Germany"
"Fabian Giefer";"114963";"Germany";"2014";"FC Schalke 04";"10189";"24";"200000";"GK";"Germany"
"Fabian Holland";"310355";"Germany";"2011";"Hertha BSC Berlin";"8177";"21";"600000";"LB";"Germany"
"Fabian Johnson";"37357";"United States";"2009";"VfL Wolfsburg";"8721";"22";"250000";"LW";"Germany"
"Fabian Johnson";"37357";"United States";"2011";"TSG 1899 Hoffenheim";"8226";"24";"250000";"LW";"Germany"
"Fabian Johnson";"37357";"United States";"2014";"Borussia Mönchengladbach";"9788";"27";"250000";"LW";"Germany"
"Fabien Lemoine";"94323";"France";"2011";"AS Saint-Étienne";"9853";"24";"800000";"DM";"France"
"Fabinho";"359188";"Brazil";"2013";"AS Monaco";"9829";"20";"60000000";"DM";"France"
"Fabinho";"359188";"Brazil";"2015";"AS Monaco";"9829";"22";"60000000";"DM";"France"
"Fabio Borini";"184822";"Italy";"2011";"Roma";"8686";"20";"3500000";"LW";"Italy"
"Fabio Borini";"184822";"Italy";"2012";"Liverpool";"8650";"21";"3500000";"LW";"England"
"Fabio Borini";"184822";"Italy";"2013";"Sunderland";"8472";"22";"3500000";"LW";"England"
"Fabio Borini";"184822";"Italy";"2015";"Sunderland";"8472";"24";"3500000";"LW";"England"
"Fabio Ceravolo";"39502";"Italy";"2009";"Atalanta";"8524";"22";"200000";"CF";"Italy"
"Fabio Quagliarella";"39540";"Italy";"2009";"Napoli";"9875";"26";"1000000";"CF";"Italy"
"Fabio Quagliarella";"39540";"Italy";"2010";"Juventus";"9885";"27";"1000000";"CF";"Italy"
"Fabio Quagliarella";"39540";"Italy";"2011";"Juventus";"9885";"28";"1000000";"CF";"Italy"
"Fabio Quagliarella";"39540";"Italy";"2014";"Torino";"9804";"31";"1000000";"CF";"Italy"
"Fabrice Olinga";"363363";"Cameroon";"2013";"Málaga CF";"9864";"17";"400000";"LW";"Spain"
"Fabrizio Cacciatore";"22283";"Italy";"2013";"Hellas Verona";"9876";"27";"200000";"RB";"Italy"
"Fabrizio Cacciatore";"22283";"Italy";"2014";"Sampdoria";"9882";"28";"200000";"RB";"Italy"
"Fabrizio Cacciatore";"22283";"Italy";"2015";"Chievo Verona";"8533";"29";"200000";"RB";"Italy"
"Facundo Parra";"103941";"Argentina";"2012";"Atalanta";"8524";"27";"100000";"CF";"Italy"
"Fallou Diagne";"147614";"Senegal";"2014";"Stade Rennais FC";"9851";"25";"200000";"CB";"France"
"Faouzi Ghoulam";"187017";"Algeria";"2010";"AS Saint-Étienne";"9853";"19";"3000000";"LB";"France"
"Farshad Noor";"467494";"Afghanistan";"2015";"Roda JC Kerkrade";"9803";"21";"300000";"CM";"Netherlands"
"Fausto Rossi";"143795";"Italy";"2013";"Real Valladolid";"10281";"23";"200000";"CM";"Spain"
"Fausto Rossi";"143795";"Italy";"2014";"Córdoba CF";"7869";"24";"200000";"CM";"Spain"
"Fede Vico";"244136";"Spain";"2014";"Córdoba CF";"7869";"20";"2000000";"AM";"Spain"
"Federico Andrada";"450812";"Argentina";"2014";"FC Metz";"8550";"20";"875000";"CF";"France"
"Federico Fazio";"95509";"Argentina";"2014";"Tottenham Hotspur";"8586";"27";"800000";"CB";"England"
"Federico Marchetti";"39599";"Italy";"2011";"Lazio";"8543";"28";"200000";"GK";"Italy"
"Federico Peluso";"41497";"Italy";"2013";"Juventus";"9885";"29";"400000";"CB";"Italy"
"Federico Peluso";"41497";"Italy";"2014";"Sassuolo";"7943";"30";"400000";"CB";"Italy"
"Federico Ricci";"309539";"Italy";"2013";"Roma";"8686";"19";"900000";"RW";"Italy"
"Federico Viviani";"251384";"Italy";"2011";"Roma";"8686";"19";"500000";"DM";"Italy"
"Federico Viviani";"251384";"Italy";"2015";"Hellas Verona";"9876";"23";"500000";"DM";"Italy"
"Fedor Smolov";"118508";"Russia";"2010";"Feyenoord";"10235";"20";"8000000";"CF";"Netherlands"
"Felipe";"27719";"Brazil";"2012";"Siena";"8551";"28";"75000";"CB";"Italy"
"Felipe";"27719";"Brazil";"2015";"Udinese";"8600";"31";"75000";"CB";"Italy"
"Felipe Anderson";"230190";"Brazil";"2013";"Lazio";"8543";"20";"10000000";"LW";"Italy"
"Felipe Caicedo";"41622";"Ecuador";"2014";"RCD Espanyol";"8558";"26";"4000000";"CF";"Spain"
"Felipe Melo";"33888";"Brazil";"2009";"Juventus";"9885";"26";"600000";"DM";"Italy"
"Felipe Melo";"33888";"Brazil";"2009";"Fiorentina";"8535";"26";"75000";"CB";"Italy"
"Felipe Melo";"33888";"Brazil";"2015";"Inter";"8636";"32";"600000";"DM";"Italy"
"Felipe Santana";"20396";"Brazil";"2013";"FC Schalke 04";"10189";"27";"100000";"CB";"Germany"
"Felix Bastians";"23587";"Germany";"2009";"SC Freiburg";"8358";"21";"275000";"CB";"Germany"
"Felix Klaus";"237541";"Germany";"2015";"Hannover 96";"9904";"23";"1500000";"RW";"Germany"
"Felix Wiedwald";"177953";"Germany";"2015";"SV Werder Bremen";"8697";"25";"300000";"GK";"Germany"
"Ferdinando Sforzini";"42017";"Italy";"2009";"Bari";"9976";"25";"25000";"CF";"Italy"
"Fernandinho";"40196";"Brazil";"2013";"Manchester City";"8456";"28";"2000000";"DM";"England"
"Fernando";"175646";"Brazil";"2015";"Sampdoria";"9882";"23";"3000000";"DM";"Italy"
"Fernando Aristeguieta";"211146";"Venezuela";"2013";"FC Nantes";"9830";"21";"1200000";"CF";"France"
"Fernando Belluschi";"36154";"Argentina";"2009";"FC Porto";"9773";"26";"75000";"CM";"Portugal"
"Fernando Ferreira";"356068";"Portugal";"2014";"CS Marítimo";"10212";"28";"75000";"CM";"Portugal"
"Fernando Llorente";"33030";"Spain";"2013";"Juventus";"9885";"28";"600000";"CF";"Italy"
"Fernando Llorente";"33030";"Spain";"2015";"Sevilla FC";"8302";"30";"600000";"CF";"Spain"
"Fernando Neto";"477475";"Brazil";"2013";"FC Paços de Ferreira";"6403";"20";"250000";"LM";"Portugal"
"Fernando Varela";"163665";"Cape Verde";"2011";"Feirense";"4064";"24";"1000000";"CB";"Portugal"
"Fidel";"202610";"Spain";"2014";"Córdoba CF";"7869";"25";"2000000";"LW";"Spain"
"Filip Djordjevic";"106292";"Serbia";"2014";"Lazio";"8543";"27";"200000";"CF";"Italy"
"Filip Djuricic";"178538";"Serbia";"2013";"SL Benfica";"9772";"21";"9000000";"AM";"Portugal"
"Filip Helander";"287337";"Sweden";"2015";"Hellas Verona";"9876";"22";"3500000";"CB";"Italy"
"Filip Kostic";"281012";"Serbia";"2014";"VfB Stuttgart";"10269";"22";"20000000";"LM";"Germany"
"Filip Krovinovic";"443518";"Croatia";"2015";"Rio Ave FC";"7841";"20";"3000000";"AM";"Portugal"
"Filip Kurto";"206809";"Poland";"2012";"Roda JC Kerkrade";"9803";"21";"500000";"GK";"Netherlands"
"Filip Kurto";"206809";"Poland";"2014";"FC Dordrecht";"6631";"23";"500000";"GK";"Netherlands"
"Filip Kurto";"206809";"Poland";"2015";"Excelsior";"10218";"24";"500000";"GK";"Netherlands"
"Filipe Augusto";"319975";"Brazil";"2014";"Valencia CF";"10267";"21";"1500000";"DM";"Spain"
"Filipe Augusto";"319975";"Brazil";"2015";"SC Braga";"10264";"22";"1500000";"DM";"Portugal"
"Filippo Falco";"244970";"Italy";"2015";"Bologna";"9857";"23";"3500000";"RW";"Italy"
"Fin Bartels";"35852";"Germany";"2010";"FC St. Pauli";"8152";"23";"500000";"LW";"Germany"
"Fin Bartels";"35852";"Germany";"2014";"SV Werder Bremen";"8697";"27";"500000";"LW";"Germany"
"Florian Hartherz";"291015";"Germany";"2011";"SV Werder Bremen";"8697";"18";"500000";"LB";"Germany"
"Florian Jozefzoon";"277597";"Suriname";"2011";"NAC Breda";"9761";"20";"800000";"RW";"Netherlands"
"Florian Jozefzoon";"277597";"Suriname";"2012";"RKC Waalwijk";"10219";"21";"800000";"RW";"Netherlands"
"Florian Jozefzoon";"277597";"Suriname";"2013";"PSV";"8640";"22";"800000";"RW";"Netherlands"
"Florian Raspentino";"277439";"France";"2013";"SC Bastia";"7794";"24";"400000";"CF";"France"
"Florian Raspentino";"277439";"France";"2014";"SM Caen";"7819";"25";"400000";"CF";"France"
"Florian Raspentino";"277439";"France";"2015";"SC Bastia";"7794";"26";"400000";"CF";"France"
"Florian Thauvin";"254308";"France";"2015";"Newcastle United";"10261";"22";"14000000";"RW";"England"
"Fraizer Campbell";"24157";"England";"2014";"Crystal Palace";"9826";"27";"700000";"CF";"England"
"Francesco Acerbi";"73024";"Italy";"2011";"Chievo Verona";"8533";"23";"10000000";"CB";"Italy"
"Francesco Acerbi";"73024";"Italy";"2012";"Milan";"8564";"24";"10000000";"CB";"Italy"
"Francesco Acerbi";"73024";"Italy";"2013";"Sassuolo";"7943";"25";"10000000";"CB";"Italy"
"Francesco Bardi";"181920";"Italy";"2013";"Livorno";"8537";"21";"700000";"GK";"Italy"
"Francesco Bardi";"181920";"Italy";"2014";"Chievo Verona";"8533";"22";"700000";"GK";"Italy"
"Francesco Bolzoni";"40656";"Italy";"2011";"Siena";"8551";"22";"275000";"DM";"Italy"
"Francesco Lodi";"41694";"Italy";"2009";"Udinese";"8600";"25";"250000";"DM";"Italy"
"Francesco Lodi";"41694";"Italy";"2013";"Catania";"8530";"29";"250000";"DM";"Italy"
"Francesco Lodi";"41694";"Italy";"2013";"Genoa";"10233";"29";"250000";"DM";"Italy"
"Francesco Lodi";"41694";"Italy";"2014";"Parma";"10167";"30";"250000";"DM";"Italy"
"Francesco Lodi";"41694";"Italy";"2015";"Udinese";"8600";"31";"250000";"DM";"Italy"
"Francesco Valiani";"42433";"Italy";"2012";"Siena";"8551";"32";"125000";"CM";"Italy"
"Francis Coquelin";"159594";"France";"2010";"FC Lorient";"8689";"19";"5000000";"DM";"France"
"Francis Coquelin";"159594";"France";"2011";"Arsenal";"9825";"20";"5000000";"DM";"England"
